item_id,source_path,destination_path,action,reason,checksum_sha256,collision,content_edit_needed,approval_required
ITM-095,"07_WEBSITE/01_HOMEPAGE/01_HOMEPAGE_CONTENT.md","(unchanged)",KEEP,"Already correctly located",53534b58b70c5fb0987047873fb0c53efc759a3adecaa37eb0a7d5f64bba504a,No,No,No
ITM-096,"07_WEBSITE/01_HOMEPAGE/02_HOMEPAGE_UI_UX.md","(unchanged)",KEEP,"Already correctly located",b38cb5dba485c13c223150f05f9f97b6ea62430281baacfc37b0e356801cbd62,No,No,No
ITM-097,"07_WEBSITE/01_HOMEPAGE/03_HOMEPAGE_SEO_AI.md","(unchanged)",KEEP,"Already correctly located",f5ac4d937a2464f550397fac8444cf2c9832bd7c3b064bfe7651c424b8adf3a6,No,No,No
ITM-098,"07_WEBSITE/01_HOMEPAGE/04_HOMEPAGE_COMPONENTS.md","(unchanged)",KEEP,"Already correctly located",249fa5582e66010b7ee1e08ca7689cdcafaf2be7f62ee901c23ed5d13d055e03,No,No,No
ITM-099,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/00_PROJECT_STANDARDS.md","99_STANDARDS/PROJECT_STANDARDS.md",MOVE,"Global standards must root at 99_STANDARDS",840425583a263b8b23eab103aeda6260dc656afce7e40ee500b28d7e19f62d42,No,No,Yes
ITM-100,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/01_DOCUMENTATION_STANDARD.md","99_STANDARDS/DOCUMENTATION_STANDARD.md",MOVE,"Global standards must root at 99_STANDARDS",d8a49b18fd2a461e8bf0d3d3ec325298be22dec8eea8fc7c31bbbd7869f29746,No,No,Yes
ITM-101,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/02_UI_UX_STANDARD.md","99_STANDARDS/UI_UX_STANDARD.md",MOVE,"Global standards must root at 99_STANDARDS",02fdd5b04acaa3f27d6ef9276849809998d64ba4f4b5db7938b4512813dca020,No,No,Yes
ITM-102,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/03_SEO_STANDARD.md","99_STANDARDS/SEO_STANDARD.md",MOVE,"Global standards must root at 99_STANDARDS",fb53808c1a2c795df3c33deac6f28d06efb7e6c8c0cbfcdfd03f9aad64577a64,No,No,Yes
ITM-103,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/04_AI_GEO_STANDARD.md","99_STANDARDS/AI_GEO_STANDARD.md",MOVE,"Global standards must root at 99_STANDARDS",c19836a289d4733e0dd5748a75701435cf2d3bfd2f7530b40d0fe7644de96aa3,No,No,Yes
ITM-104,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/05_ACCESSIBILITY_STANDARD.md","99_STANDARDS/ACCESSIBILITY_STANDARD.md",MOVE,"Global standards must root at 99_STANDARDS; empty file moved intact",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,No,Yes
ITM-105,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/NAMING_CONVENTIONS.md","99_STANDARDS/NAMING_CONVENTIONS.md",MOVE,"Global standards must root at 99_STANDARDS",36a154191df3ee346ff91cb9b72493ef9a87e8dd75b4acaa8c448208dd80a405,No,No,Yes
ITM-106,"07_WEBSITE/01_HOMEPAGE/99_STANDARDS/SERVICE_TEMPLATE.md","99_STANDARDS/SERVICE_TEMPLATE.md",MOVE,"Global standards must root at 99_STANDARDS",b276d0f73806367ea48a84d8a688a5f6fded669aedce8a370673be933656db12,No,No,Yes
ITM-107,"07_WEBSITE/03_SERVICES/00_SERVICES_OVERVIEW.md","98_LEGACY_ARCHIVE",ARCHIVE,"Superseded input per decision 5 (CNF-05); source for future SERVICE_CATALOG.md",bcc327c4127b2abd1cef248e0d817ddd09385af94d72e27fbed33fbbc961355a,Yes,No,Yes
ITM-108,"07_WEBSITE/03_SERVICES/01_PEST_CONTROL.md","98_LEGACY_ARCHIVE",ARCHIVE,"Superseded per decision 6 (CNF-06); preserved for later comparison",8d61f28e80b9e68edf18b0c65bddd179821d8c9d97405964ddb80810452c1634,Yes,No,Yes
ITM-109,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/BUSINESS.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/BUSINESS.md",MOVE,"Canonical per decision 6 (CNF-06)",51c7d47b4e544a21afced67407ddb11bb9529dd9f3b795ca0534c733953fd676,Yes,No,Yes
ITM-110,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CHANGELOG.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CHANGELOG.md",MOVE,"Service authority becomes website-independent",99a79fbf9c8832e4dd897db71540fe1cb4eb231397f4fe64c991dbf8d80cab4c,No,No,Yes
ITM-111,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CONTENT_AR.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CONTENT_AR.md",MOVE,"Service authority becomes website-independent",f1f4db29da5251ecaa0ce4d9013e8d5263884860d874af054a40c85b38ca0cd2,No,No,Yes
ITM-112,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CONTENT_EN.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CONTENT_EN.md",MOVE,"Service authority becomes website-independent",f024209daa1fc52ab970f824086c5f5b29a0fc55bfb0078bae2052a2a832641c,No,No,Yes
ITM-113,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CUSTOMER_GUIDE.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/CUSTOMER_GUIDE.md",MOVE,"Service authority becomes website-independent",4fa7d0552dfaccc6ba05074966f5f6f862d014ff1bf7c04aa1b27a21851f5513,No,No,Yes
ITM-114,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/FAQ.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/FAQ.md",MOVE,"Kept as per-service FAQ per decision 7 (CNF-07 resolved)",d0daf23ab2878db0d82ca47dc8b2a45df032fbacb0da32f3dc8ba06632467b18,No,No,Yes
ITM-115,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/MEDIA.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/MEDIA.md",MOVE,"Service authority becomes website-independent",3247bf3704adc5c4f56d82bc34e8e2ce81920d31ba349b9de93adb09b22a3aaf,No,No,Yes
ITM-116,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/OPERATIONS.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/OPERATIONS.md",MOVE,"Service authority becomes website-independent",7558d0c1a3ed8105f292f40c3d1fcd8a96381e43faab744d350d0fde7818d041,No,No,Yes
ITM-117,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/README.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/README.md",MOVE,"Service authority becomes website-independent",8dd75e9142f7c846fc7ca17109618487c44fa3e67276076f79382c40c864ecf6,No,No,Yes
ITM-118,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/SAFETY.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/SAFETY.md",MOVE,"Service authority becomes website-independent",af5b4eec117d3b0a49048de0dfba685001fe269beee6dce02e4fddfd3845afca,No,No,Yes
ITM-119,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/SEO_AI.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/SEO_AI.md",MOVE,"Service authority becomes website-independent",b31c86aca772fdce29b6fa97f7203626911aeb6dca13d66b88e3d1636d7818c8,No,No,Yes
ITM-120,"07_WEBSITE/03_SERVICES/03_SERVICE_KNOWLEDGE/01_PEST_CONTROL/TRAINING.md","04_SERVICE_KNOWLEDGE/01_PEST_CONTROL/TRAINING.md",MOVE,"Service authority becomes website-independent",c2c43addfd039777ecb6561bcf58b5b07f79097a2dc8a329f2f083ab5cb7b5bf,No,No,Yes
ITM-121,"CLAUDE_MIGRATION_PROMPT.md","(unchanged)",KEEP,"Root governing document",a4d77edda6732a4c025795f43ca52851a3db5d59c4dd226e1844e086c74c7ca6,No,No,No
ITM-122,"PROJECT_MANIFEST.md","(unchanged)",KEEP,"Root governing document",918e819ced86f9ae8085526cf8a36f4c83285f802bfab65dc5267d05536f7e61,No,No,No
ITM-123,"README.md","(unchanged)",KEEP,"Root governing document; empty, content authoring out of scope",e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,No,No,No
ITM-124,"SYSTEM_ARCHITECTURE.md","(unchanged)",KEEP,"Root governing document",5c28586ac04fe5acf8c4be7cbd8b64e48b73659357498a13381141498a4e8b33,No,No,No
